computed: ['13.45', '86.55', '0.00']
free: ['100.00', '0.00', '0.00']
batteries: ['99.85', '0.03', '0.11']
processed: ['0.08', '99.81', '0.11']
wyoming: ['1.27', '97.50', '1.23']
night: ['0.00', '99.93', '0.07']
affiliate: ['86.18', '13.65', '0.16']
describe: ['99.87', '0.03', '0.09']
dangerous: ['94.49', '5.49', '0.02']
extent: ['9.71', '90.28', '0.01']
stable: ['68.27', '30.81', '0.92']
framing: ['9.69', '36.46', '53.85']
harper: ['100.00', '0.00', '0.00']
wheat: ['0.02', '1.67', '98.31']
used: ['1.94', '98.06', '0.00']
supplied: ['99.97', '0.02', '0.01']
mobiles: ['3.84', '0.03', '96.13']
legendary: ['94.39', '4.59', '1.02']
deemed: ['99.91', '0.08', '0.00']
practical: ['7.84', '92.12', '0.04']
favorites: ['96.90', '1.08', '2.03']
submit: ['79.57', '20.40', '0.03']
seal: ['7.16', '23.91', '68.92']
exploring: ['95.69', '1.43', '2.88']
constructed: ['51.04', '48.36', '0.60']
captured: ['99.83', '0.00', '0.17']
genetic: ['0.00', '100.00', '0.00']
pumps: ['99.71', '0.02', '0.27']
uncertainty: ['0.85', '99.11', '0.04']
emotions: ['0.00', '98.90', '1.10']
mixture: ['2.95', '97.03', '0.02']
campaigns: ['27.18', '0.06', '72.76']
disabilities: ['0.00', '99.84', '0.16']
producer: ['99.90', '0.00', '0.10']
apt: ['2.90', '97.10', '0.00']
advocacy: ['72.43', '0.50', '27.07']
winner: ['9.36', '5.32', '85.32']
spyware: ['1.02', '5.86', '93.12']
surge: ['97.38', '0.08', '2.54']
hunting: ['39.23', '36.47', '24.29']
address: ['86.39', '13.45', '0.15']
scanners: ['83.00', '1.96', '15.03']
loading: ['3.17', '94.46', '2.37']
amount: ['13.45', '86.46', '0.09']
okay: ['39.88', '58.95', '1.16']
nudist: ['0.01', '99.96', '0.03']
contrast: ['99.07', '0.67', '0.25']
recommendation: ['1.60', '95.83', '2.57']
applying: ['0.05', '99.87', '0.08']
comments: ['0.46', '99.47', '0.08']
interpreted: ['91.55', '2.58', '5.87']
spare: ['99.23', '0.77', '0.00']
celebs: ['12.75', '87.04', '0.21']
compensation: ['1.36', '98.62', '0.02']
killed: ['52.39', '0.88', '46.73']
liquid: ['71.40', '28.36', '0.24']
ensures: ['3.68', '5.71', '90.60']
editing: ['78.41', '19.51', '2.08']
focal: ['99.75', '0.02', '0.23']
nominated: ['98.77', '0.71', '0.52']
questionnaire: ['2.90', '92.04', '5.06']
affiliated: ['90.57', '9.09', '0.34']
experiment: ['0.19', '99.48', '0.33']
brunette: ['0.08', '98.68', '1.24']
combinations: ['8.79', '2.23', '88.99']
searched: ['99.71', '0.18', '0.11']
gallery: ['98.92', '0.07', '1.01']
assistance: ['37.34', '53.65', '9.00']
doctors: ['0.87', '76.70', '22.43']
diary: ['99.38', '0.53', '0.09']
revenue: ['1.14', '34.72', '64.14']
most: ['100.00', '0.00', '0.00']
tones: ['0.56', '0.02', '99.42']
possess: ['99.59', '0.41', '0.01']
cooking: ['42.39', '57.50', '0.11']
discovered: ['99.94', '0.06', '0.00']
festivals: ['2.48', '0.07', '97.45']
curious: ['1.24', '98.75', '0.00']
request: ['0.15', '98.35', '1.50']
whale: ['94.21', '0.00', '5.79']
passengers: ['4.75', '0.26', '94.99']
death: ['46.46', '53.51', '0.04']
fraud: ['0.06', '99.75', '0.19']
disturbed: ['75.29', '14.73', '9.98']
approach: ['12.10', '87.27', '0.63']
heat: ['93.73', '6.17', '0.11']
sized: ['97.32', '0.57', '2.11']
big: ['0.05', '99.20', '0.75']
water: ['23.99', '29.95', '46.06']
denied: ['0.12', '0.29', '99.58']
relay: ['0.03', '99.95', '0.01']
optimization: ['0.57', '99.37', '0.06']
profits: ['53.12', '0.05', '46.84']
fashion: ['73.08', '1.74', '25.17']
hopes: ['0.01', '0.85', '99.14']
remain: ['99.90', '0.00', '0.10']
latinas: ['69.74', '13.62', '16.64']
archived: ['99.99', '0.00', '0.00']
pipe: ['0.17', '0.45', '99.38']
string: ['74.18', '0.14', '25.69']
fit: ['0.05', '66.07', '33.88']
diploma: ['19.86', '6.07', '74.08']
government: ['0.00', '99.66', '0.34']
determines: ['7.70', '92.29', '0.01']
tiffany: ['1.23', '4.34', '94.43']
pace: ['32.08', '7.25', '60.67']
coal: ['0.00', '95.39', '4.61']
coverage: ['17.53', '74.66', '7.81']
disciplinary: ['11.93', '82.39', '5.68']
bird: ['4.61', '41.60', '53.79']
more: ['100.00', '0.00', '0.00']
peer: ['0.00', '99.15', '0.85']
placed: ['55.43', '43.22', '1.34']
hash: ['0.01', '99.32', '0.67']
level: ['0.02', '9.15', '90.83']
gear: ['52.67', '47.27', '0.05']
hebrew: ['12.86', '0.00', '87.14']
property: ['29.03', '70.94', '0.03']
http: ['0.02', '0.88', '99.10']
serious: ['55.53', '44.47', '0.00']
eastern: ['21.69', '11.31', '67.00']
peers: ['41.13', '12.79', '46.07']
explorer: ['22.50', '3.38', '74.13']
discretion: ['67.26', '32.66', '0.08']
banks: ['1.96', '0.00', '98.04']
approaches: ['1.50', '86.38', '12.12']
allocation: ['0.01', '99.49', '0.50']
attribute: ['99.06', '0.90', '0.04']
things: ['0.00', '100.00', '0.00']
domestic: ['64.66', '0.06', '35.28']
hold: ['88.06', '5.36', '6.58']
workplace: ['15.80', '38.45', '45.75']
measurement: ['0.00', '100.00', '0.00']
extra: ['98.97', '1.03', '0.00']
brave: ['23.21', '76.62', '0.17']
jerry: ['8.06', '29.22', '62.72']
personality: ['0.10', '99.88', '0.02']
northern: ['21.76', '4.75', '73.49']
phi: ['8.76', '3.22', '88.01']
cancel: ['24.28', '16.88', '58.83']
future: ['51.95', '48.02', '0.03']
sum: ['99.93', '0.07', '0.00']
battlefield: ['0.50', '40.64', '58.85']
words: ['97.38', '2.42', '0.20']
penis: ['8.43', '14.21', '77.36']
escorts: ['99.68', '0.15', '0.17']
got: ['100.00', '0.00', '0.00']
lighting: ['47.10', '46.90', '6.00']
rats: ['82.15', '6.35', '11.51']
physician: ['1.64', '65.62', '32.74']
shareware: ['95.66', '4.33', '0.00']
southwest: ['80.88', '0.86', '18.26']
modelling: ['0.40', '99.57', '0.03']
intersection: ['2.04', '49.30', '48.66']
investors: ['99.38', '0.02', '0.60']
inline: ['15.78', '83.45', '0.77']
station: ['0.00', '95.08', '4.92']
roommates: ['0.47', '94.62', '4.91']
format: ['0.00', '99.34', '0.65']
swimming: ['84.42', '3.53', '12.06']
weighted: ['90.65', '8.31', '1.04']
grab: ['56.70', '0.00', '43.30']
pays: ['6.13', '65.54', '28.33']
quiz: ['24.82', '74.40', '0.78']
connect: ['99.40', '0.11', '0.48']
resident: ['30.87', '8.96', '60.16']
tests: ['0.00', '99.88', '0.12']
panels: ['77.28', '18.60', '4.11']
wallpapers: ['43.12', '41.99', '14.90']
rhythm: ['98.34', '0.74', '0.92']
concern: ['0.21', '99.79', '0.00']
guess: ['0.15', '99.84', '0.00']
ownership: ['90.40', '4.24', '5.35']
fat: ['0.03', '99.97', '0.00']
palace: ['2.84', '70.03', '27.13']
islamic: ['29.87', '0.85', '69.28']
auto: ['10.95', '89.05', '0.00']
interference: ['0.02', '98.25', '1.72']
fed: ['1.00', '24.01', '74.99']
similar: ['59.81', '40.19', '0.00']
shipments: ['1.25', '7.92', '90.83']
calculation: ['0.00', '100.00', '0.00']
excuse: ['15.51', '25.33', '59.16']
tail: ['100.00', '0.00', '0.00']
profile: ['0.43', '66.93', '32.64']
proteins: ['36.69', '61.01', '2.30']
yellow: ['8.64', '87.68', '3.68']
thongs: ['30.95', '0.07', '68.98']
railway: ['0.11', '37.51', '62.38']
upgrading: ['99.02', '0.90', '0.09']
toolbox: ['0.02', '99.66', '0.32']
reel: ['99.99', '0.00', '0.01']
returned: ['95.16', '0.26', '4.58']
accessed: ['92.82', '0.00', '7.18']
situations: ['0.00', '95.01', '4.99']
impression: ['29.87', '67.57', '2.56']
sic: ['100.00', '0.00', '0.00']
heated: ['94.85', '4.40', '0.75']
miscellaneous: ['97.69', '2.31', '0.00']
sport: ['0.68', '3.96', '95.36']
perform: ['3.35', '96.14', '0.51']
corrected: ['94.16', '5.84', '0.00']
happen: ['35.24', '64.47', '0.29']
merchants: ['99.68', '0.00', '0.32']
therapeutic: ['14.43', '78.61', '6.96']
indication: ['2.64', '93.78', '3.59']
promotes: ['99.68', '0.01', '0.31']
plumbing: ['99.75', '0.21', '0.04']
genealogy: ['99.86', '0.12', '0.03']
molecular: ['2.64', '97.35', '0.01']
sue: ['0.00', '10.02', '89.98']
holiday: ['38.92', '0.04', '61.03']
loaded: ['93.95', '3.26', '2.79']
copper: ['99.17', '0.09', '0.74']
died: ['0.01', '0.04', '99.95']
bit: ['0.00', '100.00', '0.00']
circles: ['79.85', '0.19', '19.96']
interact: ['0.09', '96.64', '3.27']
executives: ['79.45', '0.11', '20.44']
length: ['64.13', '0.70', '35.17']
hoped: ['0.15', '63.02', '36.83']
undertaken: ['99.57', '0.21', '0.21']
opponent: ['0.31', '29.31', '70.39']
lined: ['48.05', '0.04', '51.91']
supporting: ['12.30', '65.42', '22.28']
european: ['73.24', '4.67', '22.09']
votes: ['0.00', '99.85', '0.15']
extending: ['84.96', '9.11', '5.93']
mere: ['0.02', '99.98', '0.00']
date: ['63.21', '36.78', '0.01']
athletics: ['0.44', '95.51', '4.05']
nepal: ['0.84', '39.57', '59.59']
refugees: ['8.27', '3.89', '87.84']
replace: ['88.80', '11.19', '0.01']
rebecca: ['3.77', '1.43', '94.80']
insects: ['22.80', '77.06', '0.14']
reef: ['94.51', '0.02', '5.47']
mercedes: ['99.92', '0.07', '0.01']
divide: ['99.45', '0.47', '0.08']
improvement: ['9.52', '90.32', '0.16']
seafood: ['99.98', '0.02', '0.01']
weekly: ['11.13', '88.85', '0.02']
reflections: ['48.90', '32.28', '18.82']
inform: ['0.03', '99.97', '0.00']
migration: ['16.01', '24.50', '59.49']
sister: ['0.04', '99.96', '0.00']
symbol: ['2.02', '5.60', '92.38']
graduation: ['0.05', '69.01', '30.94']
toolkit: ['0.02', '99.66', '0.32']
layout: ['13.29', '81.17', '5.54']
citizens: ['77.64', '0.14', '22.22']
seconds: ['0.02', '0.00', '99.98']
stamps: ['2.31', '96.97', '0.72']
travels: ['81.29', '3.06', '15.65']
clouds: ['3.24', '76.40', '20.35']
poor: ['0.82', '99.18', '0.01']
participated: ['16.90', '2.66', '80.45']
tract: ['99.96', '0.00', '0.03']
reunion: ['0.07', '99.89', '0.04']
cms: ['0.00', '0.00', '100.00']
seas: ['0.02', '0.00', '99.98']
feet: ['0.41', '0.00', '99.59']
smart: ['99.65', '0.20', '0.15']
bills: ['32.84', '61.15', '6.01']
restore: ['98.53', '1.19', '0.28']
fourth: ['95.20', '0.00', '4.80']
echo: ['99.70', '0.20', '0.10']
hockey: ['0.00', '87.47', '12.53']
conference: ['13.81', '86.14', '0.05']
trivia: ['24.82', '74.40', '0.78']
institutional: ['3.47', '94.55', '1.98']
womens: ['0.06', '0.06', '99.88']
lawyer: ['50.77', '4.69', '44.55']
comfortable: ['22.64', '0.62', '76.74']
throwing: ['4.62', '10.53', '84.85']
purse: ['10.88', '0.05', '89.07']
clarity: ['61.42', '38.31', '0.27']
refine: ['87.68', '12.30', '0.02']
installed: ['94.50', '5.25', '0.25']
infected: ['0.63', '25.07', '74.30']
buffer: ['0.25', '26.57', '73.18']
picnic: ['0.01', '56.21', '43.79']
disease: ['0.00', '100.00', '0.00']
brighton: ['99.96', '0.03', '0.01']
accessibility: ['54.95', '18.55', '26.50']
independent: ['78.52', '20.94', '0.54']
studies: ['0.51', '83.17', '16.32']
binding: ['48.00', '3.33', '48.67']
minerals: ['26.26', '59.87', '13.87']
fucking: ['43.40', '7.14', '49.46']
mix: ['9.73', '90.27', '0.00']
explain: ['65.60', '34.20', '0.20']
nhl: ['52.39', '17.05', '30.56']
producers: ['99.57', '0.00', '0.42']
eggs: ['80.37', '10.85', '8.78']
drivers: ['41.30', '7.94', '50.76']
recall: ['22.14', '57.37', '20.49']
renewable: ['99.96', '0.00', '0.04']
techrepublic: ['19.07', '33.67', '47.25']
winds: ['2.59', '31.16', '66.25']
worse: ['99.14', '0.01', '0.86']
competing: ['5.50', '86.87', '7.62']
agrees: ['9.65', '8.22', '82.13']
tale: ['0.21', '2.21', '97.58']
addresses: ['95.88', '1.71', '2.41']
nancy: ['0.04', '91.27', '8.69']
mambo: ['99.32', '0.68', '0.00']
parade: ['0.00', '99.95', '0.05']
reprint: ['99.78', '0.01', '0.21']
candidates: ['15.17', '69.24', '15.59']
knowing: ['0.03', '91.93', '8.04']
education: ['0.00', '14.71', '85.29']
findings: ['27.15', '72.84', '0.01']
soap: ['0.05', '0.00', '99.95']
revealed: ['99.33', '0.43', '0.24']
oriented: ['99.96', '0.04', '0.00']
driving: ['22.20', '76.08', '1.73']
honest: ['99.94', '0.06', '0.00']
bicycle: ['24.71', '71.10', '4.20']
hats: ['5.09', '0.01', '94.90']
human: ['1.88', '98.03', '0.09']
configure: ['40.49', '22.66', '36.85']
ad: ['0.00', '100.00', '0.00']
landing: ['0.12', '96.09', '3.79']
investigated: ['94.39', '4.41', '1.20']
safari: ['0.28', '2.24', '97.48']
basket: ['44.89', '0.70', '54.41']
research: ['20.38', '79.48', '0.14']
photograph: ['1.54', '89.38', '9.08']
coupon: ['0.39', '1.40', '98.21']
post: ['99.67', '0.33', '0.00']
lf: ['0.04', '93.49', '6.47']
optimum: ['97.99', '1.54', '0.47']
pool: ['10.74', '0.32', '88.94']
celebrate: ['83.58', '5.07', '11.35']
multi: ['5.53', '0.00', '94.47']
gay: ['0.00', '99.37', '0.63']
sensitive: ['1.21', '98.72', '0.07']
authorized: ['91.95', '7.92', '0.13']
tight: ['1.73', '98.26', '0.00']
corners: ['17.97', '5.10', '76.94']
packages: ['14.07', '0.03', '85.89']
obtaining: ['59.41', '31.35', '9.24']
rip: ['13.32', '2.01', '84.67']
sample: ['12.15', '83.74', '4.10']
foot: ['0.32', '0.00', '99.67']
belts: ['71.62', '0.26', '28.12']
trains: ['9.26', '49.91', '40.82']
creator: ['99.53', '0.42', '0.05']
beastiality: ['19.07', '33.67', '47.25']
receives: ['54.69', '0.35', '44.96']
bench: ['0.00', '98.27', '1.73']
invite: ['1.29', '97.65', '1.06']
preservation: ['3.76', '86.50', '9.75']
author: ['99.95', '0.02', '0.03']
trunk: ['57.98', '9.31', '32.71']
metal: ['33.34', '66.62', '0.04']
interval: ['0.14', '98.72', '1.14']
decline: ['15.82', '30.55', '53.63']
qualify: ['0.29', '96.04', '3.67']
spirits: ['83.97', '15.13', '0.89']
baths: ['5.06', '4.34', '90.59']
ages: ['0.00', '0.00', '100.00']
vulnerable: ['14.08', '27.94', '57.98']
agents: ['1.32', '1.85', '96.82']
residence: ['2.22', '6.41', '91.37']
groove: ['93.00', '4.85', '2.15']
nuts: ['4.30', '95.70', '0.00']
clearance: ['2.05', '87.29', '10.65']
offerings: ['50.34', '0.36', '49.30']
alternatives: ['96.08', '3.77', '0.15']
admit: ['12.48', '84.74', '2.78']
major: ['97.39', '0.00', '2.61']
puzzles: ['82.56', '1.33', '16.12']
depends: ['2.00', '97.97', '0.03']
collector: ['99.98', '0.00', '0.02']
whole: ['58.14', '35.30', '6.56']
reduced: ['99.89', '0.11', '0.00']
safe: ['100.00', '0.00', '0.00']
guatemala: ['73.08', '12.03', '14.89']
wrapping: ['85.59', '0.21', '14.19']
addressed: ['99.95', '0.04', '0.00']
travelers: ['73.36', '0.04', '26.60']
hot: ['3.51', '96.36', '0.13']
hotmail: ['47.18', '0.20', '52.61']
clicks: ['98.31', '0.01', '1.67']
stars: ['0.79', '0.00', '99.21']
add: ['100.00', '0.00', '0.00']
activated: ['98.13', '0.78', '1.09']
instructor: ['61.03', '17.45', '21.52']
peak: ['88.75', '0.01', '11.24']
individual: ['63.60', '36.29', '0.10']
training: ['0.04', '95.79', '4.17']
conducting: ['93.77', '5.98', '0.25']
spreading: ['99.67', '0.32', '0.01']
bond: ['55.11', '44.82', '0.07']
minimum: ['11.86', '88.03', '0.11']
positions: ['0.37', '20.82', '78.81']
cats: ['4.19', '95.57', '0.24']
cattle: ['42.87', '54.67', '2.46']
emerging: ['98.37', '1.04', '0.59']
instrument: ['12.15', '82.27', '5.58']
sent: ['94.90', '5.09', '0.01']
goes: ['0.31', '97.85', '1.85']
butterfly: ['2.81', '96.22', '0.97']
message: ['2.44', '69.51', '28.04']
nickel: ['99.72', '0.04', '0.23']
assuming: ['10.85', '86.62', '2.53']
yesterday: ['0.01', '99.97', '0.02']
bid: ['0.00', '1.15', '98.85']
salt: ['71.32', '28.65', '0.04']
institution: ['0.95', '91.57', '7.48']
force: ['14.58', '77.63', '7.79']
tactics: ['1.11', '96.49', '2.40']
important: ['7.14', '92.86', '0.00']
replacement: ['17.84', '82.01', '0.15']
power: ['52.30', '47.16', '0.55']
exhaust: ['99.52', '0.46', '0.02']
liberal: ['0.09', '99.90', '0.01']
automation: ['0.07', '99.89', '0.04']
whore: ['1.09', '96.05', '2.86']
report: ['0.61', '99.39', '0.00']
funded: ['99.83', '0.00', '0.16']
glasses: ['0.23', '0.00', '99.77']
vital: ['85.60', '11.85', '2.56']
boot: ['0.00', '0.13', '99.87']
drinking: ['3.13', '19.61', '77.26']
requests: ['0.01', '2.19', '97.80']
diffs: ['3.54', '96.43', '0.03']
seo: ['100.00', '0.00', '0.00']
logging: ['1.82', '15.97', '82.20']
secure: ['99.23', '0.00', '0.77']
shaped: ['99.93', '0.00', '0.07']
pete: ['8.78', '78.91', '12.31']
symbols: ['24.51', '24.87', '50.62']
instructional: ['39.29', '59.35', '1.35']
branch: ['63.07', '0.08', '36.85']
treatments: ['0.10', '67.68', '32.22']
communicate: ['94.92', '3.17', '1.91']
oaks: ['0.00', '0.39', '99.61']
ancient: ['91.52', '8.00', '0.48']
give: ['1.64', '19.40', '78.96']
applied: ['0.62', '99.32', '0.06']
internet: ['0.85', '87.37', '11.78']
packard: ['0.99', '0.32', '98.69']
surgeons: ['98.31', '0.01', '1.68']
childrens: ['0.28', '0.01', '99.71']
expectations: ['0.01', '94.79', '5.20']
attach: ['98.74', '0.39', '0.88']
exploration: ['4.87', '4.33', '90.80']
household: ['98.90', '0.33', '0.77']
rendered: ['96.25', '3.35', '0.40']
complicated: ['54.46', '45.41', '0.13']
beer: ['0.05', '41.95', '58.00']
nightlife: ['2.97', '46.91', '50.12']
rental: ['100.00', '0.00', '0.00']
promotion: ['8.46', '8.98', '82.55']
turning: ['99.75', '0.14', '0.11']
specify: ['0.02', '99.96', '0.02']
geographical: ['6.18', '91.23', '2.60']
busty: ['12.46', '24.73', '62.81']
fold: ['1.72', '0.00', '98.28']
hazard: ['18.55', '79.31', '2.13']
temperature: ['0.01', '73.05', '26.94']
presidential: ['1.43', '76.36', '22.21']
composer: ['92.94', '0.01', '7.05']
device: ['0.16', '32.97', '66.88']
inventory: ['99.62', '0.38', '0.00']
interior: ['73.61', '7.08', '19.32']
startup: ['93.60', '1.90', '4.50']
mixer: ['27.46', '72.54', '0.00']
usual: ['65.52', '34.44', '0.04']
earthquake: ['6.37', '36.15', '57.48']
widescreen: ['0.00', '1.11', '98.89']
beginning: ['99.76', '0.04', '0.20']
relying: ['4.00', '95.91', '0.09']
pasta: ['99.24', '0.69', '0.07']
internship: ['1.85', '4.47', '93.68']
republicans: ['0.57', '91.84', '7.59']
trained: ['29.23', '54.21', '16.56']
receptor: ['54.90', '42.11', '3.00']
retailers: ['99.69', '0.00', '0.31']
lose: ['0.70', '80.34', '18.96']
lessons: ['86.10', '0.01', '13.89']
favour: ['0.63', '33.05', '66.32']
seekers: ['73.63', '0.13', '26.23']
publication: ['1.56', '96.98', '1.46']
thousands: ['98.37', '1.63', '0.00']
lamps: ['100.00', '0.00', '0.00']
block: ['33.76', '0.00', '66.24']
recorded: ['99.81', '0.05', '0.14']
drawn: ['71.97', '27.87', '0.16']
producing: ['100.00', '0.00', '0.00']
requires: ['0.17', '81.91', '17.92']
file: ['0.00', '99.96', '0.04']
stack: ['0.28', '46.68', '53.04']
listing: ['79.88', '18.68', '1.45']
last: ['4.68', '3.25', '92.08']
display: ['53.12', '37.00', '9.88']
polar: ['98.50', '1.08', '0.42']
introduce: ['89.01', '10.99', '0.00']
nice: ['3.58', '96.42', '0.01']
resolve: ['99.93', '0.06', '0.00']
stock: ['99.82', '0.16', '0.03']
routes: ['2.04', '0.00', '97.96']
roland: ['1.13', '97.75', '1.12']
going: ['2.65', '97.35', '0.00']
classic: ['99.97', '0.00', '0.03']
raid: ['0.01', '92.65', '7.34']
answer: ['100.00', '0.00', '0.00']
urge: ['0.59', '0.00', '99.40']
contributors: ['99.12', '0.01', '0.86']
voip: ['1.54', '1.80', '96.66']
easy: ['0.41', '0.61', '98.98']
conferencing: ['13.81', '86.14', '0.05']
marine: ['99.90', '0.08', '0.02']
maintains: ['38.20', '1.35', '60.45']
sight: ['11.54', '84.55', '3.90']
printed: ['99.54', '0.04', '0.42']
heel: ['0.00', '0.01', '99.99']
houses: ['3.84', '0.00', '96.15']
rubber: ['17.01', '45.50', '37.49']
accessible: ['94.05', '0.01', '5.94']
thunder: ['31.90', '52.80', '15.30']
sauce: ['39.47', '60.53', '0.00']
announce: ['99.99', '0.00', '0.01']
wind: ['0.33', '98.83', '0.84']
ports: ['0.12', '0.00', '99.88']
abs: ['4.41', '32.51', '63.08']
bracket: ['14.56', '57.74', '27.70']
create: ['99.25', '0.75', '0.00']
installation: ['15.89', '74.77', '9.34']
equivalent: ['96.17', '3.79', '0.03']
combat: ['63.72', '1.61', '34.67']
customs: ['0.28', '96.75', '2.97']
glance: ['1.96', '97.94', '0.10']
presenting: ['97.61', '2.21', '0.18']
unit: ['76.00', '22.94', '1.06']
participate: ['2.73', '23.77', '73.50']
compression: ['3.16', '87.51', '9.33']
included: ['100.00', '0.00', '0.00']
hoping: ['0.04', '97.30', '2.65']
penny: ['19.86', '75.76', '4.38']
routers: ['30.71', '20.24', '49.05']
roof: ['0.85', '97.61', '1.54']
solution: ['97.93', '1.64', '0.44']
day: ['0.00', '0.01', '99.99']
developers: ['42.23', '0.72', '57.05']
single: ['10.04', '0.00', '89.96']
smile: ['0.00', '99.36', '0.64']
cables: ['96.15', '0.07', '3.79']
reserved: ['99.75', '0.23', '0.02']
lands: ['0.05', '10.07', '89.88']
trusted: ['99.98', '0.01', '0.01']
sequence: ['77.90', '15.00', '7.10']
turkish: ['2.65', '0.26', '97.09']
ongoing: ['98.99', '0.78', '0.23']
attachment: ['48.82', '46.34', '4.85']
midlands: ['0.06', '7.40', '92.54']
journey: ['82.07', '0.74', '17.19']
scientists: ['59.50', '39.51', '0.99']
booking: ['98.49', '0.02', '1.49']
numerous: ['98.89', '1.11', '0.00']
crime: ['0.00', '100.00', '0.00']
recruitment: ['27.03', '45.83', '27.14']
screening: ['0.04', '96.73', '3.24']
linking: ['99.77', '0.10', '0.13']
nights: ['0.00', '5.25', '94.75']
generations: ['3.01', '8.10', '88.89']
pizza: ['0.10', '79.26', '20.63']
context: ['7.88', '50.08', '42.04']
appeals: ['28.70', '52.48', '18.83']
sends: ['11.05', '1.22', '87.73']
climbing: ['1.07', '69.32', '29.61']
villages: ['0.03', '0.00', '99.97']
usd: ['69.91', '29.77', '0.32']
consultation: ['12.34', '63.16', '24.50']
computers: ['8.93', '84.76', '6.31']
debian: ['0.00', '0.01', '99.99']
timing: ['0.55', '99.44', '0.01']
mild: ['51.23', '48.40', '0.37']
magazines: ['17.13', '82.71', '0.16']
proposal: ['0.15', '99.60', '0.25']
adsl: ['28.01', '4.32', '67.67']
comparing: ['84.61', '15.35', '0.04']
history: ['0.84', '0.51', '98.65']
